Month,Cycle,"Type of Tpr","Start Date","End Date","Scheme ID","Scheme Name","ND Code","ND Name","Invoice Number","ND Location","RD Code","RD Name",City,"Billing Location","Retailer Code","Retailer Name",Asin,Model,"Internal name",Dsn,"Sale Date","Activation Date",Remarks,Type,"Activation %","Promo Qty","Sold Qty","Margin %",MRP,"Base Price","Invoice Price","TPR Discount","BAU Discount","Discounted Mrp","Discounted base price","Discounted Invoice Price","Loss to Revenue per unit (without GST)","Elegible for TPR","TPR Payout Value","Final CN",Partner,"Eligible for BAU Payout","BAU Payout Value",Status
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536C9,2020-12-14,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536CK,2020-12-14,2020-11-21,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536C7,2020-12-14,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536GK,2020-12-14,2020-11-28,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536CV,2020-12-14,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536FQ,2020-12-14,2020-12-10,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536CM,2020-12-14,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536DQ,2020-12-14,2020-12-03,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536JK,2020-12-14,2020-11-28,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536A7,2020-12-14,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536DT,2020-12-14,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536KH,2020-12-14,2020-12-08,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536E0,2020-12-14,2020-12-08,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M100145369N,2020-12-14,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536E3,2020-12-14,2020-12-09,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014535E0,2020-12-14,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536FL,2020-12-14,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536BD,2020-12-14,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M100145369P,2020-12-14,2020-12-04,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536HU,2020-12-14,2020-10-13,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536C4,2020-12-14,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536CG,2020-12-14,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M100145368K,2020-12-14,2020-12-06,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536E8,2020-12-14,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536B0,2020-12-14,2020-11-28,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536EG,2020-12-14,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536EL,2020-12-14,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536C3,2020-12-14,2020-11-22,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536AD,2020-12-14,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014535LF,2020-12-14,2020-11-06,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536LN,2020-12-14,2020-12-04,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536L3,2020-12-14,2020-12-04,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536FS,2020-12-14,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536AA,2020-12-14,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536AX,2020-12-14,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536GB,2020-12-14,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536HL,2020-12-14,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014535A4,2020-12-14,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536BQ,2020-12-14,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536EC,2020-12-14,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536E5,2020-12-14,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536DJ,2020-12-14,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536ED,2020-12-14,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536DG,2020-12-14,2020-11-24,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536E6,2020-12-14,,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M100145359Q,2020-12-14,2020-10-11,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
12,1,BAU,2020-12-12,2020-12-15,SCH18122010000496,"RE: Echo Promotion - Offer from 12th Dec 2020 to 18th Dec 2020",IMLARMS,IML,2106991000191,"Bypass Police Chowki, Mumbai",IMLHARIOM,"Hariom Communication LLP",Ahmedabad,Gujarat,9785,"Innovative Enterprise Ahmedabad",B07PGL2ZSL,"All-new Echo Dot (3rd Gen)- White",Crumpet,G0911M10014536BJ,2020-12-14,2020-11-30,BAU,,0,1,0,17,4499,3164.55,3734.17,0,1000,3499,2461.16,2904.17,703.39,No,0,0,GT,Yes,0,"BAU Extended"
